project_code,snapshot_month,sector_name,line_ministry,original_cost_crore,expenditure_crore,days_to_original_deadline,original_deadline_passed,expenditure_to_original_cost_pct,will_schedule_slip_next_3_months
616231,2026-01,Coal,Ministry of Coal,5366,472.93,2616.0,0,8.81345508758852,0
616232,2026-01,Coal,Ministry of Coal,1562,275.56,1155.0,0,17.641485275288094,0
616233,2026-01,Coal,Ministry of Coal,978,214.56,1520.0,0,21.938650306748468,0
616234,2026-01,Coal,Ministry of Coal,1725,15.91,2616.0,0,0.9223188405797101,0
616235,2026-01,Energy Storage,Ministry of Petroleum & Natural Gas,240,146.17,59.0,0,60.90416666666666,0
616236,2026-01,Coal,Ministry of Coal,414,85.6,1155.0,0,20.67632850241546,0
616253,2026-01,Coal,Ministry of Coal,5851,20.32,1155.0,0,0.347291061357033,0
616254,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,2212,159.29,587.0,0,7.2011754068716085,0
616586,2026-01,Railways,Ministry of Railways,2269,4.41,1430.0,0,0.19435874834728958,0
616587,2026-01,Railways,Ministry of Railways,1876,1.93,1430.0,0,0.10287846481876331,0
616588,2026-01,Railways,Ministry of Railways,1459,5.28,1430.0,0,0.3618917066483893,0
616594,2026-01,Waste & Water,"Department of Water Resources, River Development & GR",842,208.64,-276.0,1,24.779097387173397,0
616600,2026-01,Waste & Water,"Department of Water Resources, River Development & GR",413,126.67,-359.0,1,30.670702179176757,0
616604,2026-01,Waste & Water,"Department of Water Resources, River Development & GR",155,96.17,-307.0,1,62.04516129032258,0
616605,2026-01,Waste & Water,"Department of Water Resources, River Development & GR",691,34.79,-396.0,1,5.034732272069464,0
616611,2026-01,Waste & Water,"Department of Water Resources, River Development & GR",824,396.71,-32.0,1,48.144417475728154,1
616612,2026-01,Waste & Water,"Department of Water Resources, River Development & GR",579,171.79,-32.0,1,29.670120898100173,0
616615,2026-01,Waste & Water,"Department of Water Resources, River Development & GR",230,261.82,-276.0,1,113.83478260869563,0
616616,2026-01,Waste & Water,"Department of Water Resources, River Development & GR",305,346.46,-215.0,1,113.59344262295082,0
616670,2026-01,Transmission & Distribution,Ministry of Power,5846,893.85,333.0,0,15.289941840574754,1
616671,2026-01,Transmission & Distribution,Ministry of Power,548,111.13,334.0,0,20.27919708029197,1
616672,2026-01,Transmission & Distribution,Ministry of Power,1354,89.77,486.0,0,6.629985228951256,0
616691,2026-01,Healthcare,Ministry of Labour and Employment,260,210.12,-169.0,1,80.81538461538462,0
616694,2026-01,Railways,Ministry of Railways,201,30.0,912.0,0,14.925373134328357,0
616695,2026-01,Railways,Ministry of Railways,300,0.1,1034.0,0,0.03333333333333334,0
616697,2026-01,Railways,Ministry of Railways,154,41.38,150.0,0,26.870129870129873,0
616699,2026-01,Railways,Ministry of Railways,12334,509.75,790.0,0,4.132884708934652,0
616701,2026-01,Railways,Ministry of Railways,2124,57.66,759.0,0,2.714689265536723,0
616841,2026-01,Railways,Ministry of Railways,800,75.78,334.0,0,9.4725,0
616842,2026-01,Railways,Ministry of Railways,3086,536.39,546.0,0,17.38139987038237,0
616843,2026-01,Railways,Ministry of Railways,1635,211.26,515.0,0,12.921100917431191,0
616856,2026-01,Railways,Ministry of Railways,770,48.55,1168.0,0,6.305194805194805,0
616857,2026-01,Railways,Ministry of Railways,1596,46.1,1155.0,0,2.8884711779448624,0
616858,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,431,340.1,-671.0,1,78.90951276102088,1
616879,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,364,49.39,350.0,0,13.56868131868132,0
616886,2026-01,Education,Department of Higher Education,373,27.63,273.0,0,7.407506702412868,0
616933,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,4679,236.11,775.0,0,5.046163710194486,0
616950,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,1486,394.85,28.0,0,26.571332436069987,1
617068,2026-01,Transmission & Distribution,Ministry of Power,288,8.0,515.0,0,2.7777777777777777,0
617069,2026-01,Transmission & Distribution,Ministry of Power,466,27.96,382.0,0,6.000000000000001,0
617179,2026-01,Transmission & Distribution,Ministry of Power,219,2.71,164.0,0,1.2374429223744292,1
617181,2026-01,Transmission & Distribution,Ministry of Power,404,21.04,323.0,0,5.207920792079208,1
617182,2026-01,Transmission & Distribution,Ministry of Power,172,25.8,416.0,0,15.0,0
617183,2026-01,Transmission & Distribution,Ministry of Power,2886,197.4,699.0,0,6.839916839916841,0
617184,2026-01,Transmission & Distribution,Ministry of Power,3453,75.96,597.0,0,2.1998262380538662,0
617185,2026-01,Transmission & Distribution,Ministry of Power,5550,787.0,416.0,0,14.18018018018018,1
617186,2026-01,Transmission & Distribution,Ministry of Power,5028,483.69,416.0,0,9.619928400954654,1
617188,2026-01,Electricity Generation,Ministry of Power,9791,1069.05,1338.0,0,10.918700847717291,0
617200,2026-01,Railways,Ministry of Railways,7854,,1885.0,0,,0
617201,2026-01,Railways,Ministry of Railways,4373,0.51,1885.0,0,0.011662474273953807,0
617206,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,6231,72.51,1067.0,0,1.1636976408281174,0
617207,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,8400,67.42,1151.0,0,0.8026190476190477,0
617210,2026-01,Railways,Ministry of Railways,1216,0.13,1155.0,0,0.01069078947368421,0
617211,2026-01,Railways,Ministry of Railways,2853,110.45,1155.0,0,3.8713634770417107,0
617212,2026-01,Railways,Ministry of Railways,4686,1109.51,1155.0,0,23.677123346137428,0
617213,2026-01,Railways,Ministry of Railways,2464,,1368.0,0,,0
617214,2026-01,Railways,Ministry of Railways,2047,34.78,424.0,0,1.6990718124084025,0
617215,2026-01,Railways,Ministry of Railways,770,62.46,790.0,0,8.111688311688312,0
617216,2026-01,Railways,Ministry of Railways,877,98.51,424.0,0,11.232611174458382,0
617221,2026-01,Education,Department of Higher Education,211,39.12,610.0,0,18.54028436018957,0
617224,2026-01,Railways,Ministry of Railways,1120,318.9,698.0,0,28.47321428571428,0
617225,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,910,218.14,365.0,0,23.97142857142857,0
617226,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,2955,26.99,1128.0,0,0.9133671742808799,0
617231,2026-01,Railways,Ministry of Railways,612,,881.0,0,,0
617233,2026-01,Coal,Ministry of Coal,379,,1520.0,0,,0
617242,2026-01,Steel,Ministry of Steel,2115,323.48,515.0,0,15.294562647754137,0
617243,2026-01,Steel,Ministry of Steel,199,53.11,179.0,0,26.688442211055275,0
617245,2026-01,Railways,Ministry of Railways,943,476.45,212.0,0,50.524920466595965,0
617246,2026-01,Steel,Ministry of Steel,758,143.53,127.0,0,18.935356200527707,1
617248,2026-01,Steel,Ministry of Steel,228,57.21,167.0,0,25.092105263157894,0
617249,2026-01,Steel,Ministry of Steel,212,23.4,361.0,0,11.037735849056602,0
617250,2026-01,Steel,Ministry of Steel,207,22.94,267.0,0,11.082125603864736,0
617251,2026-01,Steel,Ministry of Steel,196,31.28,116.0,0,15.959183673469388,0
617252,2026-01,Railways,Ministry of Railways,958,459.99,780.0,0,48.01565762004176,0
617253,2026-01,Steel,Ministry of Steel,514,381.45,-212.0,1,74.21206225680935,0
617254,2026-01,Steel,Ministry of Steel,260,65.74,149.0,0,25.284615384615382,1
617255,2026-01,Steel,Ministry of Steel,472,198.89,134.0,0,42.13771186440678,0
617256,2026-01,Steel,Ministry of Steel,884,568.32,-92.0,1,64.28959276018101,0
617257,2026-01,Steel,Ministry of Steel,627,212.54,288.0,0,33.89792663476874,0
617269,2026-01,Transmission & Distribution,Ministry of Power,213,2.13,129.0,0,1.0,0
617270,2026-01,Transmission & Distribution,Ministry of Power,409,2.04,113.0,0,0.49877750611246946,1
617271,2026-01,Transmission & Distribution,Ministry of Power,343,41.22,29.0,0,12.017492711370261,1
617272,2026-01,Transmission & Distribution,Ministry of Power,370,24.05,309.0,0,6.5,0
617278,2026-01,Coal,Ministry of Coal,630,,1520.0,0,,0
617279,2026-01,Transmission & Distribution,Ministry of Power,558,38.66,672.0,0,6.92831541218638,0
617280,2026-01,Construction,Ministry of Mines,255,94.91,212.0,0,37.219607843137254,0
617284,2026-01,Railways,Ministry of Railways,1424,82.29,790.0,0,5.778792134831461,0
617287,2026-01,Coal,Ministry of Coal,4517,785.12,1520.0,0,17.381447863626303,0
617288,2026-01,Coal,Ministry of Coal,383,113.03,1155.0,0,29.511749347258487,0
617299,2026-01,Electricity Generation,Ministry of Coal,384,323.92,-215.0,1,84.35416666666667,0
617302,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,1740,2351.6,-1857.0,1,135.1494252873563,1
617304,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,340,133.9,394.0,0,39.38235294117647,0
617326,2026-01,Transmission & Distribution,Ministry of Power,1842,1648.05,59.0,0,89.47068403908794,0
617327,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,12200,9.23,1338.0,0,0.07565573770491803,0
617333,2026-01,Railways,Ministry of Railways,200,1.05,393.0,0,0.525,0
617338,2026-01,Steel,Ministry of Steel,2518,233.38,901.0,0,9.268467037331215,0
617345,2026-01,Railways,Ministry of Railways,227,33.94,264.0,0,14.951541850220263,0
617361,2026-01,Railways,Ministry of Railways,363,0.48,790.0,0,0.13223140495867766,0
617364,2026-01,Railways,Ministry of Railways,338,11.44,907.0,0,3.3846153846153846,0
617370,2026-01,Railways,Ministry of Railways,181,4.0,364.0,0,2.209944751381215,0
617372,2026-01,Railways,Ministry of Railways,349,118.77,-31.0,1,34.03151862464183,0
617374,2026-01,Railways,Ministry of Railways,1516,2084.72,-306.0,1,137.5145118733509,0
617375,2026-01,Transmission & Distribution,Ministry of Power,209,0.41,733.0,0,0.19617224880382772,0
617379,2026-01,Railways,Ministry of Railways,446,524.63,-2132.0,1,117.63004484304933,0
617390,2026-01,Railways,Ministry of Railways,1282,128.01,790.0,0,9.985179407176286,0
617391,2026-01,Transmission & Distribution,Ministry of Power,488,2.44,296.0,0,0.5,1
617403,2026-01,Railways,Ministry of Railways,469,137.46,150.0,0,29.3091684434968,0
617404,2026-01,Railways,Ministry of Railways,189,,790.0,0,,0
617405,2026-01,Transmission & Distribution,Ministry of Power,4000,268.0,256.0,0,6.7,0
617406,2026-01,Railways,Ministry of Railways,2417,7.03,790.0,0,0.29085643359536617,0
617408,2026-01,Railways,Ministry of Railways,166,96.97,424.0,0,58.41566265060241,0
617409,2026-01,Railways,Ministry of Railways,521,449.23,334.0,0,86.22456813819578,0
617412,2026-01,Construction,Ministry of Housing & Urban Affairs,644,127.46,604.0,0,19.79192546583851,0
617413,2026-01,Telecommunication,Department of Telecommunications,1885,376.8,-268.0,1,19.9893899204244,0
617416,2026-01,Coal,Ministry of Coal,5940,29.81,1065.0,0,0.5018518518518519,0
617422,2026-01,Water Resources,"Department of Water Resources, River Development & GR",1924,1770.13,546.0,0,92.00259875259876,0
617730,2026-01,Electricity Generation,Ministry of Coal,3336,1378.51,150.0,0,41.32224220623501,0
617801,2026-01,Transmission & Distribution,Ministry of Power,582,2.91,321.0,0,0.5,1
617802,2026-01,Transmission & Distribution,Ministry of Power,319,7.36,789.0,0,2.3072100313479624,0
617803,2026-01,Transmission & Distribution,Ministry of Power,379,14.81,601.0,0,3.9076517150395778,0
617804,2026-01,Shipping,"Ministry of Ports, Shipping and Waterways",153,38.31,424.0,0,25.039215686274513,0
617806,2026-01,Transmission & Distribution,Ministry of Power,4536,401.57,423.0,0,8.852954144620812,0
617807,2026-01,Transmission & Distribution,Ministry of Power,2368,19.41,623.0,0,0.8196790540540541,0
617808,2026-01,Transmission & Distribution,Ministry of Power,1007,10.07,624.0,0,1.0,0
617818,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,515,20.65,1488.0,0,4.009708737864077,1
617819,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,557,8.87,1593.0,0,1.5924596050269297,0
617822,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,215,38.16,601.0,0,17.748837209302323,0
617827,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,680,2.93,1416.0,0,0.4308823529411765,0
617828,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,267,1.77,1153.0,0,0.6629213483146068,1
617829,2026-01,Energy Storage,Ministry of Petroleum & Natural Gas,226,16.57,983.0,0,7.331858407079646,0
617830,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,1792,448.0,349.0,0,25.0,0
617832,2026-01,Railways,Ministry of Railways,2887,,1430.0,0,,0
617836,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,635,171.47,-31.0,1,27.003149606299214,0
617837,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,484,297.05,-31.0,1,61.37396694214876,0
617838,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,1130,212.67,943.0,0,18.820353982300883,0
617839,2026-01,Energy Storage,Ministry of Petroleum & Natural Gas,357,92.3,181.0,0,25.854341736694675,0
617877,2026-01,Education,Department of Higher Education,1189,,1004.0,0,,0
617878,2026-01,Education,Department of Higher Education,1527,9.8,1004.0,0,0.641781270464964,0
617882,2026-01,Healthcare,Ministry of Health & Family Welfare,358,,222.0,0,,0
617883,2026-01,Healthcare,Ministry of Health & Family Welfare,4441,24.68,487.0,0,0.5557306912857465,0
617885,2026-01,Roads & Highways,Ministry of Road Transport & Highways,303,182.58,-905.0,1,60.25742574257427,1
617886,2026-01,Roads & Highways,Ministry of Road Transport & Highways,252,,137.0,0,,1
617887,2026-01,Roads & Highways,Ministry of Road Transport & Highways,379,179.08,-841.0,1,47.25065963060686,0
617890,2026-01,Roads & Highways,Ministry of Road Transport & Highways,221,,699.0,0,,0
617891,2026-01,Roads & Highways,Ministry of Road Transport & Highways,186,66.7,-536.0,1,35.86021505376345,0
617892,2026-01,Roads & Highways,Ministry of Road Transport & Highways,451,303.39,-805.0,1,67.27050997782705,1
617893,2026-01,Roads & Highways,Ministry of Road Transport & Highways,305,,835.0,0,,0
617895,2026-01,Roads & Highways,Ministry of Road Transport & Highways,535,104.57,-278.0,1,19.545794392523362,1
617896,2026-01,Roads & Highways,Ministry of Road Transport & Highways,421,,266.0,0,,0
617897,2026-01,Roads & Highways,Ministry of Road Transport & Highways,295,33.07,-206.0,1,11.210169491525424,1
617899,2026-01,Roads & Highways,Ministry of Road Transport & Highways,636,47.79,6.0,0,7.514150943396227,1
617900,2026-01,Roads & Highways,Ministry of Road Transport & Highways,150,12.2,-517.0,1,8.133333333333333,0
617901,2026-01,Roads & Highways,Ministry of Road Transport & Highways,195,48.47,-416.0,1,24.856410256410257,1
617904,2026-01,Roads & Highways,Ministry of Road Transport & Highways,239,6.09,-98.0,1,2.5481171548117154,1
617905,2026-01,Roads & Highways,Ministry of Road Transport & Highways,324,65.83,-268.0,1,20.317901234567902,1
617906,2026-01,Roads & Highways,Ministry of Road Transport & Highways,247,,358.0,0,,0
617907,2026-01,Roads & Highways,Ministry of Road Transport & Highways,436,207.05,-494.0,1,47.48853211009175,1
617911,2026-01,Roads & Highways,Ministry of Road Transport & Highways,512,,-3106.0,1,,1
617912,2026-01,Roads & Highways,Ministry of Road Transport & Highways,620,,610.0,0,,0
617913,2026-01,Roads & Highways,Ministry of Road Transport & Highways,283,252.28,-2093.0,1,89.14487632508835,1
617914,2026-01,Roads & Highways,Ministry of Road Transport & Highways,241,,-51.0,1,,1
617915,2026-01,Roads & Highways,Ministry of Road Transport & Highways,329,,-135.0,1,,1
617916,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1295,,745.0,0,,0
617917,2026-01,Roads & Highways,Ministry of Road Transport & Highways,479,,-701.0,1,,0
617919,2026-01,Roads & Highways,Ministry of Road Transport & Highways,349,,-1830.0,1,,1
617921,2026-01,Roads & Highways,Ministry of Road Transport & Highways,500,99.63,-241.0,1,19.926,1
617923,2026-01,Roads & Highways,Ministry of Road Transport & Highways,156,2.65,470.0,0,1.6987179487179487,0
617924,2026-01,Roads & Highways,Ministry of Road Transport & Highways,300,78.14,-276.0,1,26.046666666666667,1
617925,2026-01,Roads & Highways,Ministry of Road Transport & Highways,157,33.61,-455.0,1,21.40764331210191,1
617926,2026-01,Roads & Highways,Ministry of Road Transport & Highways,398,,565.0,0,,1
617927,2026-01,Roads & Highways,Ministry of Road Transport & Highways,699,,211.0,0,,1
617928,2026-01,Roads & Highways,Ministry of Road Transport & Highways,151,,42.0,0,,1
617929,2026-01,Roads & Highways,Ministry of Road Transport & Highways,247,,-2096.0,1,,1
617930,2026-01,Roads & Highways,Ministry of Road Transport & Highways,197,30.46,-51.0,1,15.461928934010153,1
617932,2026-01,Roads & Highways,Ministry of Road Transport & Highways,497,,-473.0,1,,1
617933,2026-01,Roads & Highways,Ministry of Road Transport & Highways,984,,212.0,0,,0
617934,2026-01,Roads & Highways,Ministry of Road Transport & Highways,407,,-2338.0,1,,1
617935,2026-01,Roads & Highways,Ministry of Road Transport & Highways,298,141.25,-606.0,1,47.399328859060404,1
617936,2026-01,Roads & Highways,Ministry of Road Transport & Highways,254,,-2501.0,1,,0
617938,2026-01,Roads & Highways,Ministry of Road Transport & Highways,574,0.04,412.0,0,0.006968641114982578,1
617940,2026-01,Roads & Highways,Ministry of Road Transport & Highways,545,258.75,-558.0,1,47.477064220183486,1
617942,2026-01,Roads & Highways,Ministry of Road Transport & Highways,641,,74.0,0,,1
617944,2026-01,Roads & Highways,Ministry of Road Transport & Highways,680,,-1753.0,1,,0
617945,2026-01,Roads & Highways,Ministry of Road Transport & Highways,354,,432.0,0,,0
617946,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1143,,-2190.0,1,,1
617947,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1007,,-2271.0,1,,1
617948,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1118,171.12,-2272.0,1,15.305903398926654,1
617949,2026-01,Roads & Highways,Ministry of Road Transport & Highways,160,32.57,40.0,0,20.35625,1
617950,2026-01,Roads & Highways,Ministry of Road Transport & Highways,204,,345.0,0,,0
617954,2026-01,Roads & Highways,Ministry of Road Transport & Highways,398,179.01,-342.0,1,44.97738693467336,1
617955,2026-01,Roads & Highways,Ministry of Road Transport & Highways,719,260.03,-311.0,1,36.16550764951321,1
617957,2026-01,Roads & Highways,Ministry of Road Transport & Highways,274,,-138.0,1,,0
617958,2026-01,Roads & Highways,Ministry of Road Transport & Highways,566,221.6,-454.0,1,39.15194346289753,1
617959,2026-01,Roads & Highways,Ministry of Road Transport & Highways,478,311.39,-365.0,1,65.14435146443515,0
617960,2026-01,Roads & Highways,Ministry of Road Transport & Highways,271,7.4,-2648.0,1,2.730627306273063,1
617961,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1409,,-2278.0,1,,1
617962,2026-01,Roads & Highways,Ministry of Road Transport & Highways,239,85.64,204.0,0,35.8326359832636,0
617963,2026-01,Roads & Highways,Ministry of Road Transport & Highways,296,,341.0,0,,1
617964,2026-01,Roads & Highways,Ministry of Road Transport & Highways,310,24.81,283.0,0,8.003225806451612,0
